N,P,K,temperature,humidity,ph,rainfall,label
42,54,15,28.11,64.29,7.14,72.95,groundnut
28,9,26,25.44,93.54,4.97,161.88,coconut
25,70,9,26.41,45.51,6.29,77.5,pigeonpeas
8,46,20,27.84,84.28,6.52,60.23,mungbean
27,130,208,21.76,89.79,6.5,61.55,grapes
68,62,47,18.45,68.13,6.58,76.65,potato
20,8,31,27.13,94.93,6.21,169.25,coconut
95,16,56,22.26,97.33,6.59,24.66,muskmelon
111,22,33,23.98,66.67,6.96,146.62,coffee
18,8,40,27.19,84.96,6.64,60.87,pomegranate
18,57,17,28.45,58.6,6.91,51.58,mothbeans
114,40,26,22.35,81.39,7.06,63.94,cotton
53,43,41,20.83,39.9,7.1,61.36,sunflower
37,41,21,29.18,70.82,6.56,63.81,blackgram
100,16,42,28.1,93.38,6.74,65.15,watermelon
40,65,18,30.42,64.73,6.63,68.86,blackgram
47,73,87,19.57,11.48,6.87,63.3,chickpea
20,9,30,24.71,92.7,5.11,156.93,coconut
109,14,33,27.31,33.54,6.42,102.48,coffee
59,43,40,25.92,65.35,6.92,75.47,tomato
78,57,42,18.31,59.5,6.5,94.39,wheat
22,75,21,25.79,46.93,6.76,66.73,mothbeans
85,33,35,25.45,82.22,6.97,136.78,jute
19,130,209,20.4,87.52,5.81,87.58,grapes
69,51,38,26.14,84.37,6.46,194.6,rice
44,50,15,25.59,68.24,6.4,40.58,groundnut
117,41,7,25.16,82.72,7.64,68.18,cotton
49,55,52,35.53,90.28,6.87,174.72,papaya
28,49,25,29.17,60.97,6.5,64.45,blackgram
79,70,58,28.58,84.57,5.61,132.32,banana
16,70,27,19.88,28.25,5.27,136.13,kidneybeans
82,48,36,30.43,85.17,5.49,225.59,rice
23,10,32,27.54,94.84,6.76,147.18,coconut
90,17,31,28.64,56.13,6.9,153.44,coffee
32,134,219,27.43,72.79,6.65,76.35,grapes
85,50,36,23.38,79.53,6.21,245.49,rice
16,11,9,28.51,91.98,6.82,87.12,orange
69,39,37,27.11,82.91,6.78,190.14,jute
71,34,36,26.65,61.89,5.52,59.97,sunflower
52,60,20,26.0,58.97,6.04,86.65,groundnut
22,147,222,20.59,90.49,5.49,100.56,apple
18,64,22,28.87,34.04,5.33,148.59,pigeonpeas
96,79,42,27.28,81.57,5.41,112.17,banana
71,49,40,20.57,83.79,6.78,252.49,rice
49,48,81,12.55,20.8,6.96,81.29,chickpea
52,51,43,20.87,52.6,5.73,76.69,tomato
80,46,18,21.05,81.58,7.47,72.86,cotton
29,66,75,9.21,27.26,7.44,69.36,chickpea
15,26,32,34.3,51.15,5.97,101.27,mango
27,145,206,32.39,84.7,6.53,71.76,grapes
95,26,28,23.61,67.03,6.07,135.56,coffee
28,144,184,31.36,83.42,6.0,71.02,grapes
27,139,218,33.05,83.22,6.14,59.77,grapes
79,47,36,21.11,66.18,6.86,74.9,maize
22,62,19,18.64,43.69,6.8,47.84,lentil
17,66,15,19.89,43.51,6.24,52.59,lentil
87,33,43,25.55,84.77,6.6,167.24,jute
25,28,28,34.88,55.18,5.46,80.08,mango
110,71,46,29.27,87.99,6.26,86.9,banana
27,41,21,27.56,54.62,7.04,29.26,mothbeans
25,54,20,32.24,50.6,7.64,41.48,mothbeans
53,33,43,23.69,58.38,6.68,68.25,sunflower
69,46,40,25.54,85.56,5.94,173.98,rice
10,61,8,32.11,41.31,6.75,148.92,pigeonpeas
89,68,56,24.05,85.29,5.79,92.23,banana
104,18,22,30.75,62.13,6.56,138.04,coffee
12,46,21,19.72,45.88,6.92,49.4,lentil
17,136,200,27.42,82.32,6.29,66.86,grapes
19,119,210,19.86,80.34,6.23,74.34,grapes
60,27,41,23.98,45.45,6.04,39.2,sunflower
50,33,26,25.42,46.92,6.58,62.85,sunflower
56,59,59,20.72,69.78,6.33,69.73,potato
37,61,24,28.17,58.95,7.1,52.07,blackgram
58,50,56,23.78,65.74,5.55,88.33,potato
24,37,26,31.7,47.82,4.82,95.34,mango
48,60,25,25.93,62.34,6.88,68.85,blackgram
17,25,35,28.51,47.14,6.28,95.5,mango
30,9,39,14.3,88.66,6.93,55.64,pomegranate
52,30,43,27.57,68.58,6.2,70.41,tomato
134,52,22,25.84,76.92,7.74,80.65,cotton
36,53,22,29.36,59.41,6.43,59.28,groundnut
82,47,41,27.57,82.35,6.34,186.16,jute
92,92,52,25.33,88.26,6.83,99.34,banana
116,23,25,25.06,79.82,5.88,170.57,coffee
25,49,30,33.12,42.08,5.83,46.14,mothbeans
54,46,38,20.03,48.05,6.13,55.8,sunflower
18,43,24,17.67,17.73,5.6,124.08,kidneybeans
28,57,19,28.46,38.41,7.39,50.13,mothbeans
87,19,41,27.17,90.88,6.51,20.58,muskmelon
95,15,30,24.7,55.13,5.91,159.17,coffee
57,65,52,28.81,89.67,6.33,109.7,papaya
23,86,12,23.78,59.17,6.31,60.07,lentil
69,33,37,24.06,90.38,6.66,213.43,rice
57,48,32,22.95,39.53,6.99,52.17,sunflower
26,135,220,29.76,79.29,5.95,81.71,grapes
34,54,11,32.06,37.16,6.39,53.22,groundnut
45,48,21,27.56,62.81,7.2,75.21,blackgram
104,16,41,23.56,88.18,6.36,71.66,watermelon
20,117,205,20.11,87.29,6.49,130.93,apple
63,55,57,19.43,69.37,5.85,78.05,potato
90,93,38,24.4,86.57,6.29,79.48,banana
63,53,43,18.78,55.6,6.53,99.49,wheat
21,45,22,26.43,55.41,6.45,48.22,mothbeans
67,74,56,17.82,53.53,7.21,93.31,barley
78,45,31,21.84,79.7,7.03,230.31,rice
40,67,21,29.82,54.79,6.68,71.88,blackgram
19,39,22,27.01,82.41,6.84,50.29,mungbean
20,49,19,31.61,56.27,6.3,59.08,mothbeans
44,71,27,29.26,51.19,6.67,65.73,blackgram
49,69,80,19.66,12.69,7.01,42.71,chickpea
60,42,49,21.27,64.87,6.36,93.67,wheat
85,41,32,11.54,54.89,6.27,132.84,wheat
72,49,53,18.59,65.08,5.24,87.18,potato
40,81,82,16.18,19.28,6.82,64.58,chickpea
43,81,84,17.71,28.36,7.36,83.61,chickpea
55,47,66,30.33,95.07,6.4,137.62,papaya
94,73,55,29.56,82.85,6.04,129.96,banana
22,119,193,24.62,80.06,5.89,78.34,grapes
82,37,30,24.06,80.41,6.53,180.66,jute
89,73,42,26.23,85.08,6.04,152.14,banana
49,58,44,25.87,59.8,6.97,63.44,tomato
88,23,62,24.68,85.44,5.52,40.19,watermelon
26,10,5,24.98,85.52,7.49,128.31,orange
83,54,36,26.55,86.22,7.32,191.52,jute
23,116,206,23.58,84.83,5.58,99.63,apple
19,126,150,20.23,91.75,6.28,105.97,apple
8,65,23,15.24,22.88,6.03,118.9,kidneybeans
28,8,27,31.62,92.89,6.37,194.05,coconut
128,56,25,25.51,85.43,6.31,72.17,cotton
91,16,52,27.04,66.89,6.19,191.39,coffee
51,36,59,24.12,56.56,6.29,62.04,tomato
17,14,37,26.99,87.39,7.22,42.01,pomegranate
76,72,43,16.26,48.53,6.67,87.84,barley
33,80,88,19.75,16.35,7.23,64.4,chickpea
106,25,12,14.25,90.56,7.09,66.13,cotton
61,57,51,36.18,93.66,6.55,151.93,papaya
17,34,19,28.1,85.8,7.04,47.64,mungbean
100,23,25,22.37,65.39,5.74,185.7,coffee
138,39,30,20.99,85.42,6.71,66.94,cotton
112,24,57,27.11,85.53,6.48,59.7,watermelon
11,23,29,31.56,58.05,5.27,103.91,mango
94,16,47,21.54,90.35,7.0,51.35,watermelon
23,17,8,25.52,89.45,7.01,114.96,orange
88,58,42,29.63,78.13,5.88,166.64,rice
103,15,46,25.47,83.86,5.82,43.99,watermelon
65,64,61,22.21,52.43,7.16,62.1,onion
104,13,64,23.68,89.11,6.63,44.35,watermelon
24,50,18,27.45,43.67,6.88,47.78,mothbeans
28,14,24,27.22,97.02,6.76,197.96,coconut
32,123,201,19.74,94.53,5.73,108.54,apple
101,41,34,22.2,71.38,6.24,197.23,rice
85,22,22,25.3,56.42,7.11,152.14,coffee
25,28,23,24.44,51.19,5.69,85.35,mango
16,113,200,18.02,98.32,4.97,98.0,apple
36,66,16,28.46,50.82,6.99,58.24,groundnut
104,47,26,24.12,81.06,7.47,56.83,cotton
10,12,9,25.76,88.06,6.95,99.24,orange
22,30,30,33.57,43.6,5.65,102.88,mango
72,52,29,14.76,68.43,6.78,113.63,wheat
57,49,50,23.62,62.29,6.21,89.17,tomato
34,43,25,27.94,71.98,7.43,57.14,blackgram
19,72,17,23.66,42.99,7.66,32.52,lentil
76,37,38,26.84,84.48,7.21,210.76,jute
20,61,16,18.85,20.97,6.6,88.79,kidneybeans
116,77,45,24.49,81.98,5.95,131.48,banana
24,124,178,21.57,82.99,6.16,76.49,grapes
21,70,14,17.36,64.39,6.43,66.56,lentil
40,37,25,28.33,43.31,6.19,40.91,mothbeans
87,54,34,28.21,74.99,6.79,285.71,rice
20,56,16,16.82,18.42,6.36,110.08,kidneybeans
90,21,41,23.43,88.91,6.08,45.24,watermelon
26,8,42,22.59,93.38,7.08,41.93,pomegranate
86,49,30,21.51,59.79,5.86,87.83,maize
53,42,39,21.46,51.61,6.3,54.16,sunflower
42,55,82,17.53,10.0,6.66,68.8,chickpea
21,122,201,20.75,84.11,6.42,80.34,grapes
60,59,47,32.96,94.58,6.95,155.83,papaya
16,54,23,25.61,42.4,5.13,120.34,pigeonpeas
77,44,40,30.94,72.66,6.84,171.62,rice
33,140,212,24.52,89.57,5.89,74.69,grapes
17,46,25,30.06,46.89,6.29,46.95,mothbeans
49,59,21,32.5,61.22,7.35,42.92,blackgram
108,28,21,24.36,57.87,5.8,150.3,coffee
86,54,38,20.35,59.27,6.2,87.45,maize
35,43,14,30.06,58.21,6.97,59.25,blackgram
102,70,53,25.91,77.48,5.39,118.53,banana
52,52,52,23.07,58.87,6.2,55.99,tomato
74,45,35,17.39,61.27,6.9,71.04,barley
29,69,18,15.17,47.9,6.63,59.6,lentil
18,139,188,21.88,86.96,5.06,59.76,grapes
22,20,12,27.43,92.88,6.4,94.33,orange
22,53,21,17.81,17.51,5.48,114.37,kidneybeans
102,15,34,27.96,67.5,6.99,148.82,coffee
57,63,44,10.46,47.56,6.4,70.25,barley
23,125,200,20.23,92.99,5.73,117.03,apple
59,47,26,19.2,65.18,6.61,131.48,wheat
114,12,32,26.28,53.92,5.99,180.34,coffee
18,8,39,19.99,85.4,7.86,26.37,pomegranate
113,75,52,28.62,76.38,6.02,102.51,banana
26,35,24,34.69,78.4,6.81,50.01,mungbean
41,73,11,31.24,77.81,7.11,86.51,blackgram
16,42,20,17.67,18.0,5.55,146.17,kidneybeans
12,15,43,20.17,91.22,5.74,50.55,pomegranate
74,60,41,17.22,58.43,6.77,99.26,wheat
30,61,15,28.74,43.58,6.89,124.34,pigeonpeas
16,75,22,23.37,45.69,6.23,146.76,pigeonpeas
18,63,19,17.44,28.45,5.83,150.73,kidneybeans
95,21,33,28.92,46.72,6.91,174.86,coffee
37,58,19,26.95,56.89,6.96,53.58,groundnut
69,75,33,22.92,73.42,6.58,111.38,wheat
43,36,43,26.68,40.82,6.62,55.69,sunflower
100,14,56,27.82,89.38,6.03,13.18,muskmelon
54,59,57,23.71,54.74,6.28,65.32,tomato
24,24,25,33.84,49.74,6.22,86.41,mango
77,41,34,21.55,81.61,6.67,228.3,rice
56,51,48,26.03,82.53,7.78,63.61,tomato
55,60,51,31.88,97.22,7.94,144.43,papaya
19,7,30,24.12,89.49,6.59,30.99,pomegranate
14,9,36,24.81,83.28,5.78,38.93,pomegranate
16,57,25,25.55,77.72,6.62,44.53,mungbean
59,59,50,18.8,58.9,6.72,69.96,onion
48,58,20,33.87,64.2,6.47,91.43,blackgram
59,49,44,21.46,62.79,5.69,63.53,potato
99,25,51,25.62,89.87,6.64,35.39,muskmelon
63,54,28,17.54,59.58,6.98,96.87,barley
45,64,27,29.47,39.11,6.83,49.08,groundnut
51,41,44,22.89,58.3,6.92,51.06,onion
55,69,48,39.97,90.23,6.89,154.91,papaya
76,65,30,17.87,65.63,7.15,96.36,barley
108,46,13,22.02,86.11,7.02,51.81,cotton
42,46,18,26.91,48.84,6.36,75.33,groundnut
72,32,50,26.92,77.55,6.49,184.85,jute
81,55,40,23.23,63.31,6.54,118.5,maize
41,63,17,26.26,48.92,6.15,71.93,groundnut
53,54,47,36.84,92.59,5.99,130.47,papaya
42,54,18,25.79,64.35,7.44,76.85,blackgram
31,118,212,27.04,91.99,5.59,111.85,apple
48,40,36,17.31,51.8,5.98,51.88,sunflower
47,70,29,15.2,51.57,7.24,56.03,barley
99,10,42,28.69,79.04,6.97,55.21,watermelon
49,51,52,22.85,52.67,7.22,62.91,onion
121,34,21,18.06,83.47,7.29,100.39,cotton
17,133,188,29.3,83.13,6.3,89.11,grapes
45,62,23,29.51,72.21,7.0,70.58,blackgram
112,25,38,26.67,92.95,6.75,43.71,watermelon
17,82,15,30.32,52.85,6.76,116.66,pigeonpeas
37,47,16,31.17,68.49,6.99,81.57,blackgram
74,50,37,16.17,61.79,6.1,70.9,barley
20,74,16,21.09,52.49,5.86,70.15,lentil
25,60,18,19.26,21.16,6.1,140.62,kidneybeans
21,35,27,27.51,88.49,6.17,53.08,mungbean
31,52,22,27.8,63.2,6.35,71.87,blackgram
21,12,48,21.71,96.3,5.62,44.19,pomegranate
13,7,19,29.33,94.93,4.89,189.39,coconut
32,126,211,24.53,91.15,6.66,66.37,apple
44,69,16,27.07,62.21,5.93,45.29,groundnut
95,36,43,24.8,79.84,7.09,158.11,jute
104,54,16,22.98,87.25,6.55,69.1,cotton
11,50,15,33.13,87.62,6.34,42.55,mungbean
16,11,9,25.5,91.05,7.46,117.62,orange
107,24,39,24.6,93.29,6.52,39.26,watermelon
16,69,23,25.78,44.47,6.56,67.05,mothbeans
24,21,18,25.75,90.01,7.18,106.01,orange
28,129,199,20.57,80.5,5.62,78.83,grapes
116,33,18,23.7,76.86,7.27,93.79,cotton
55,54,48,18.98,51.02,7.46,70.0,tomato
25,66,26,18.59,15.57,5.55,123.13,kidneybeans
41,75,12,27.9,52.48,6.88,68.55,groundnut
28,48,24,22.03,13.42,7.16,119.04,kidneybeans
107,9,48,24.31,87.19,6.65,61.21,watermelon
36,56,53,31.53,93.76,6.69,173.2,papaya
43,56,43,23.47,80.5,6.6,194.34,jute
38,64,18,30.01,62.3,6.86,66.18,groundnut
41,38,35,24.09,55.1,6.58,61.2,sunflower
65,60,45,23.54,64.67,6.66,111.81,wheat
99,15,28,21.49,62.49,5.07,154.21,coffee
124,34,15,27.41,81.55,6.77,67.12,cotton
16,55,20,26.57,78.48,6.14,33.59,mungbean
30,8,33,23.75,89.57,5.79,62.31,pomegranate
35,138,187,23.87,78.82,6.77,60.8,grapes
14,67,21,23.15,23.62,5.87,94.11,kidneybeans
71,51,37,16.08,39.64,6.99,69.65,barley
11,55,20,23.41,24.0,5.96,103.09,kidneybeans
107,15,50,24.99,89.46,6.01,45.88,watermelon
8,72,19,31.61,41.24,4.09,135.58,pigeonpeas
20,34,9,28.89,85.7,6.39,48.94,mungbean
57,61,73,20.32,64.94,6.07,82.96,potato
98,25,26,26.17,53.85,6.56,136.09,coffee
25,9,25,25.16,99.76,6.48,228.59,coconut
36,59,24,40.59,57.53,7.18,62.92,blackgram
18,34,35,28.66,40.66,6.44,82.97,mango
34,68,12,27.58,59.88,6.64,57.83,groundnut
17,15,21,28.44,94.7,6.95,188.52,coconut
77,54,32,17.86,59.97,6.34,130.07,wheat
92,59,37,21.32,58.28,6.01,106.33,maize
12,9,41,25.12,90.32,6.82,39.72,pomegranate
61,52,43,18.76,45.03,7.02,69.36,barley
62,53,31,21.43,46.71,6.16,41.59,sunflower
67,60,40,17.17,44.39,7.42,97.54,barley
24,8,24,27.7,95.6,7.06,164.38,coconut
82,42,51,25.42,76.04,6.83,190.76,rice
25,58,10,26.41,55.1,6.64,48.53,mothbeans
101,55,44,26.04,70.63,5.54,60.38,banana
22,11,22,23.31,92.54,6.72,188.36,coconut
20,49,17,26.24,86.15,6.05,53.5,mungbean
51,58,44,22.91,68.2,5.58,77.15,potato
24,10,31,23.23,93.88,5.66,163.52,coconut
83,60,39,28.69,68.9,6.91,222.61,rice
20,5,42,24.09,81.74,6.63,35.83,pomegranate
73,33,49,22.15,76.73,6.34,149.19,jute
62,59,52,21.92,63.89,5.67,74.15,tomato
53,62,43,30.5,92.84,6.73,193.14,papaya
27,53,25,29.81,36.39,6.54,60.49,mothbeans
16,140,172,25.99,86.43,5.27,65.76,grapes
20,55,18,31.98,56.22,6.8,66.19,mothbeans
16,66,16,26.79,44.51,5.14,132.92,pigeonpeas
81,46,36,22.36,81.84,6.23,198.61,rice
22,7,12,29.7,97.16,6.26,164.82,coconut
82,51,40,13.92,65.97,7.06,143.27,wheat
26,16,7,28.2,92.05,7.02,91.96,orange
7,46,24,25.32,83.06,6.43,21.0,mungbean
68,67,31,18.04,64.54,6.29,84.79,barley
64,39,25,18.42,50.35,6.57,79.7,sunflower
17,6,27,26.95,93.03,6.52,188.68,coconut
27,24,38,34.68,48.76,4.89,99.71,mango
18,134,178,23.81,93.88,5.17,133.25,apple
38,37,55,19.86,29.15,7.23,43.16,onion
80,46,31,22.74,80.29,6.1,215.16,rice
77,36,45,25.39,94.03,6.86,168.98,jute
42,47,21,28.82,60.43,6.7,66.06,blackgram
74,55,39,22.27,75.34,5.63,87.1,maize
22,10,26,28.65,89.41,5.73,167.88,coconut
78,41,20,23.31,71.33,5.02,74.85,maize
12,5,37,27.49,87.45,6.4,34.64,pomegranate
88,78,69,28.56,75.68,6.45,93.67,banana
23,64,15,26.98,86.16,6.81,44.4,mungbean
124,47,16,24.02,87.64,6.61,50.72,cotton
13,41,25,31.06,83.18,6.84,53.41,mungbean
49,57,41,33.54,93.25,7.01,193.41,papaya
20,132,180,19.75,93.99,7.3,117.16,apple
19,71,23,22.2,42.11,6.66,61.95,lentil
97,18,51,27.99,97.12,6.0,24.49,muskmelon
40,60,54,29.17,89.24,6.74,132.27,papaya
18,70,17,17.46,45.32,6.56,53.59,lentil
68,49,32,16.67,52.92,6.73,134.23,wheat
19,34,39,31.56,52.78,5.31,97.79,mango
75,33,38,18.28,65.42,6.34,110.41,maize
41,57,17,31.01,61.73,7.73,57.31,blackgram
47,50,41,28.14,66.18,6.03,78.41,tomato
50,71,21,27.33,53.42,6.8,82.58,groundnut
68,42,37,27.85,60.27,6.5,66.78,tomato
99,71,55,26.21,87.96,6.59,82.17,banana
22,10,41,22.41,86.62,5.88,39.21,pomegranate
13,80,24,23.27,46.3,6.73,35.67,lentil
77,50,45,17.76,60.63,6.0,118.33,wheat
47,76,91,16.19,15.85,6.34,69.11,chickpea
30,51,15,32.99,60.81,7.05,66.19,blackgram
84,52,46,23.32,87.53,6.53,190.08,jute
54,75,78,14.92,23.15,6.61,99.43,chickpea
84,36,36,24.21,78.99,6.82,195.67,jute
25,128,215,18.07,85.15,5.89,117.03,apple
98,39,33,24.72,76.09,6.78,196.42,jute
48,48,47,22.1,59.03,6.5,51.23,onion
101,22,36,30.03,91.98,6.74,32.32,muskmelon
112,25,53,31.72,86.09,7.26,40.35,watermelon
20,59,12,17.78,59.54,7.28,52.43,lentil
17,28,29,32.28,45.6,5.54,104.31,mango
74,71,41,13.36,70.9,6.79,74.97,barley
23,90,19,21.18,44.1,6.89,54.6,lentil
25,141,207,25.34,83.6,5.85,129.61,apple
56,63,47,19.17,81.29,6.2,99.95,potato
83,50,40,21.37,78.2,7.09,168.6,jute
59,60,26,23.97,71.05,5.37,81.21,potato
24,125,221,25.51,92.32,5.36,91.61,apple
21,40,20,23.6,76.15,6.65,46.16,mungbean
54,34,46,20.97,70.27,5.72,80.13,tomato
22,47,23,18.33,22.06,5.75,100.93,kidneybeans
21,25,37,27.55,43.99,6.56,101.97,mango
80,44,50,18.59,76.6,6.52,134.72,wheat
11,62,18,29.88,50.36,6.37,144.07,pigeonpeas
45,48,41,25.32,50.36,6.14,61.91,sunflower
59,47,54,19.92,55.43,7.03,127.99,wheat
54,41,33,25.63,47.01,6.68,51.96,sunflower
17,61,21,22.12,27.89,6.0,99.37,kidneybeans
53,69,49,29.84,95.17,7.37,167.96,papaya
16,66,66,21.62,20.89,7.19,97.82,chickpea
23,143,197,19.09,98.53,5.09,98.92,apple
19,11,13,19.36,91.02,6.98,110.24,orange
27,63,13,31.23,45.79,6.56,54.59,mothbeans
27,14,45,20.45,88.16,6.09,49.49,pomegranate
12,58,23,27.41,46.28,6.03,95.09,pigeonpeas
22,123,173,25.08,81.74,6.33,75.69,grapes
108,47,15,21.57,75.3,6.97,94.16,cotton
73,30,34,26.27,71.48,6.68,108.54,maize
33,77,75,17.65,13.82,7.7,70.18,chickpea
81,53,42,24.67,78.05,6.74,276.46,rice
12,5,37,26.31,90.21,6.64,42.78,pomegranate
8,15,12,22.5,89.49,6.25,133.85,orange
42,36,49,28.11,56.7,7.29,55.31,onion
71,45,41,21.22,51.79,6.85,86.0,wheat
12,60,20,19.76,45.37,6.56,56.96,lentil
48,52,43,27.71,77.56,6.67,71.02,tomato
74,54,33,25.59,89.21,5.26,196.09,rice
98,21,50,26.01,85.64,6.94,52.95,watermelon
21,11,37,22.72,90.18,6.34,42.45,pomegranate
46,55,30,22.63,50.92,7.0,71.03,sunflower
98,81,43,26.01,69.95,5.47,136.15,banana
24,57,16,29.34,52.88,5.72,52.01,mothbeans
12,125,224,23.1,79.55,5.86,63.79,grapes
91,15,24,26.12,61.14,7.04,173.43,coffee
56,68,39,37.27,95.13,6.42,181.97,papaya
73,49,36,19.57,67.97,5.96,89.78,maize
57,31,58,24.39,58.25,6.82,71.63,onion
47,67,14,28.62,64.67,6.74,54.98,groundnut
97,29,28,24.94,71.46,6.35,136.43,coffee
59,42,38,25.16,65.51,6.43,67.11,tomato
29,145,157,26.74,74.87,6.25,76.28,grapes
34,53,38,32.61,93.37,6.7,138.2,papaya
49,42,36,15.18,37.29,6.2,54.38,sunflower
38,50,16,33.91,65.83,6.78,75.1,blackgram
23,114,196,27.49,91.03,5.4,70.73,grapes
24,141,180,27.15,73.64,5.58,62.87,grapes
26,70,18,23.15,50.78,6.61,75.37,groundnut
50,42,57,24.53,69.15,6.71,76.38,tomato
21,77,16,24.68,37.76,7.61,46.27,lentil
22,17,29,26.57,97.6,5.82,182.13,coconut
70,45,44,22.49,79.14,6.8,215.84,jute
49,34,49,12.4,56.04,6.82,58.64,onion
58,69,42,14.67,51.16,7.12,86.95,barley
19,7,20,28.98,94.48,5.38,159.34,coconut
64,39,35,18.67,59.6,7.2,80.75,barley
69,22,40,26.59,84.57,6.59,189.29,jute
85,18,39,27.24,47.7,6.47,167.26,coffee
18,9,31,25.02,93.76,6.06,181.17,coconut
62,63,52,22.44,63.82,6.46,75.15,tomato
23,130,204,20.23,92.58,5.93,108.59,apple
52,42,41,34.51,92.41,6.71,157.38,papaya
99,73,51,24.7,79.03,6.3,112.84,banana
130,40,13,18.95,86.58,6.62,75.12,cotton
99,27,55,26.92,88.4,6.27,64.06,watermelon
113,41,15,18.77,85.7,7.39,60.9,cotton
22,15,38,28.82,97.39,6.35,208.97,coconut
38,58,24,33.82,63.97,7.44,73.58,blackgram
74,54,34,24.53,80.14,6.26,210.95,jute
25,52,25,28.16,47.54,7.09,53.42,mothbeans
43,33,33,19.59,62.81,7.4,39.78,sunflower
68,69,41,11.49,63.42,6.6,74.24,barley
57,52,62,23.16,71.02,6.95,77.14,onion
25,137,209,23.1,79.34,6.32,82.15,grapes
65,60,49,11.31,67.94,7.04,66.52,barley
30,115,185,22.69,89.83,7.69,117.74,apple
21,144,216,23.57,90.65,5.56,101.13,apple
55,47,62,23.54,53.98,6.83,61.25,onion
71,43,45,24.99,79.35,6.76,222.91,rice
20,48,20,30.76,90.09,6.26,43.84,mungbean
75,52,50,18.38,56.56,6.85,110.87,wheat
25,141,204,23.76,86.99,6.19,98.98,apple
22,8,31,28.47,99.1,6.16,157.73,coconut
76,50,33,20.05,66.18,6.42,73.64,maize
86,15,36,24.59,69.5,6.43,140.65,coffee
94,57,22,25.82,74.62,7.3,84.13,cotton
19,64,21,28.25,56.38,6.55,108.99,pigeonpeas
45,59,20,29.44,72.27,6.5,76.08,blackgram
117,40,21,25.41,82.21,6.93,50.67,cotton
63,68,39,13.71,61.02,6.53,116.81,wheat
23,7,31,25.75,94.17,6.51,202.72,coconut
42,54,31,38.82,96.78,6.39,145.44,papaya
98,17,43,30.82,92.23,6.33,19.02,muskmelon
72,42,42,16.04,47.37,6.84,90.29,barley
18,73,17,25.75,48.23,5.29,166.41,pigeonpeas
92,22,33,29.76,69.01,6.62,147.59,coffee
26,56,22,17.79,38.68,6.91,60.09,lentil
75,60,46,19.38,59.44,6.14,108.59,wheat
31,66,19,22.99,63.63,5.98,32.14,lentil
65,45,38,18.24,67.05,5.52,97.0,maize
31,52,15,32.23,46.36,6.52,66.08,mothbeans
16,4,38,17.63,89.52,6.52,51.19,pomegranate
44,49,11,26.7,62.45,6.6,73.57,groundnut
107,22,45,20.07,88.02,6.38,46.87,watermelon
94,5,23,26.25,60.24,7.29,190.9,coffee
112,12,50,23.93,88.76,6.66,56.69,watermelon
58,72,35,17.3,68.91,5.92,73.41,potato
23,48,12,25.42,88.36,6.57,61.81,mungbean
51,55,46,16.27,39.27,6.58,107.84,wheat
106,20,45,28.98,92.11,6.19,50.49,watermelon
42,59,17,23.85,67.24,7.58,64.09,blackgram
148,50,20,23.46,78.76,7.47,72.64,cotton
19,133,208,19.69,96.56,5.84,132.95,apple
80,44,51,24.9,57.1,6.62,129.07,wheat
15,60,21,29.05,42.82,5.71,151.49,pigeonpeas
46,61,53,30.59,95.71,7.05,181.17,papaya
77,48,31,22.37,82.55,5.92,231.27,rice
80,54,29,25.63,78.69,6.79,197.1,rice
23,15,5,24.0,90.16,6.82,90.44,orange
45,65,73,20.64,20.61,6.63,95.33,chickpea
67,49,28,20.02,82.98,6.87,225.14,rice
21,28,29,30.87,75.26,6.25,106.2,mango
31,61,18,25.96,63.31,7.2,75.28,blackgram
82,66,35,19.82,63.72,6.89,80.31,maize
33,60,23,14.66,29.51,6.19,112.74,kidneybeans
79,65,29,19.97,68.6,6.29,95.26,maize
62,42,36,25.02,45.46,6.98,56.23,sunflower
111,65,53,26.97,78.33,6.35,117.58,banana
46,77,23,28.88,52.28,6.57,78.6,groundnut
98,21,37,25.45,87.09,6.3,34.69,muskmelon
25,116,200,22.49,92.39,5.89,127.07,apple
51,66,29,27.35,70.7,6.77,71.76,tomato
91,23,25,23.71,66.07,6.93,171.95,coffee
40,62,20,24.92,55.2,5.97,63.76,groundnut
30,16,26,23.0,88.71,6.66,178.82,coconut
110,19,33,22.43,53.76,6.2,204.81,coffee
28,13,28,27.46,91.05,6.25,186.86,coconut
7,13,9,22.35,92.43,7.2,120.06,orange
22,128,215,22.56,85.98,6.0,73.23,grapes
99,9,46,27.22,90.51,6.42,28.53,muskmelon
22,72,21,27.03,54.73,6.41,136.15,pigeonpeas
108,32,28,26.6,54.04,6.44,160.59,coffee
93,24,59,23.03,88.04,6.29,76.32,watermelon
77,44,45,20.92,64.97,6.17,85.46,wheat
101,75,39,28.11,83.16,6.27,118.93,banana
92,58,32,25.84,65.47,6.63,97.27,maize
73,49,39,23.34,85.07,6.88,204.08,rice
71,57,54,17.74,78.21,6.93,70.5,potato
126,42,20,22.23,80.06,6.53,68.14,cotton
26,64,16,14.09,50.83,7.82,52.77,lentil
87,44,41,17.95,69.51,7.81,89.38,wheat
25,26,26,34.87,59.47,5.22,81.94,mango
29,12,40,17.77,88.5,6.86,28.29,pomegranate
22,13,22,30.27,97.71,5.96,176.28,coconut
22,10,41,22.68,86.73,7.31,48.94,pomegranate
87,13,37,26.09,61.12,6.17,178.15,coffee
