State_Name,District_Name,Crop,Year,Area,Production
Rajasthan,Jodhpur,Barley,2015,14069.57,14476.54
Gujarat,Bharuch,Onion,2016,15091.82,50933.46
Uttar Pradesh,Varanasi,Wheat,2013,49591.9,103650.51
Maharashtra,Pune,Cotton,2010,891.27,2589.86
Bihar,Patna,Wheat,2019,9431.88,14387.4
Karnataka,Belgaum,Groundnut,2021,46193.18,45288.02
Andhra Pradesh,Guntur,Rice,2011,44218.22,145672.06
Assam,Sonitpur,Rice,2010,20419.58,35914.94
Kerala,Kozhikode,Coconut,2022,35935.4,114604.92
West Bengal,Burdwan,Rice,2019,46008.22,111234.74
Maharashtra,Nagpur,Mango,2023,24811.52,35097.69
Telangana,Hyderabad,Mango,2023,5880.12,21637.77
Tamil Nadu,Thanjavur,Mango,2013,43254.04,68364.85
Uttar Pradesh,Kanpur,Maize,2023,10769.22,29171.27
Haryana,Hisar,Barley,2017,3254.1,12516.84
Rajasthan,Jodhpur,Wheat,2012,21081.0,44473.25
Tamil Nadu,Chennai,Groundnut,2020,47930.12,196328.97
Telangana,Karimnagar,Mango,2021,15171.71,31581.66
Karnataka,Bangalore,Mango,2015,48824.74,96607.83
Uttar Pradesh,Kanpur,Onion,2014,32409.28,105582.95
Tamil Nadu,Coimbatore,Groundnut,2021,18219.4,64661.21
Uttar Pradesh,Kanpur,Rice,2011,49339.29,151701.87
Gujarat,Surat,Groundnut,2019,40200.12,45592.51
Karnataka,Belgaum,Cotton,2014,44216.27,59712.85
Kerala,Ernakulam,Rice,2019,31086.84,101090.97
Telangana,Hyderabad,Groundnut,2020,20941.85,86129.68
Tamil Nadu,Chennai,Banana,2018,46865.7,48682.44
Odisha,Cuttack,Rice,2016,13217.78,31411.04
Karnataka,Bangalore,Maize,2021,29064.9,23826.86
Karnataka,Belgaum,Groundnut,2012,26677.75,81667.84
Tamil Nadu,Madurai,Tomato,2014,32556.47,108965.02
Uttar Pradesh,Meerut,Wheat,2010,15367.06,29661.03
Uttar Pradesh,Meerut,Wheat,2018,22814.66,90119.82
Tamil Nadu,Coimbatore,Groundnut,2012,2833.41,7693.29
West Bengal,Kolkata,Wheat,2011,3935.13,7158.53
Tamil Nadu,Thanjavur,Groundnut,2018,5055.37,7975.28
Telangana,Warangal,Chickpea,2023,9235.3,16476.14
Telangana,Warangal,Maize,2020,39744.12,32097.79
West Bengal,Burdwan,Jute,2015,1582.25,6597.31
Uttar Pradesh,Lucknow,Tomato,2011,31219.83,122129.19
Madhya Pradesh,Sagar,Lentil,2021,40402.29,41245.97
Karnataka,Raichur,Cotton,2011,29854.24,93060.14
Odisha,Puri,Maize,2014,16052.49,70972.13
Himachal Pradesh,Kullu,Barley,2020,44910.16,165929.92
Karnataka,Raichur,Tomato,2019,958.71,1747.4
Karnataka,Raichur,Rice,2013,3975.69,11035.85
Punjab,Amritsar,Potato,2013,32429.58,52539.89
Tamil Nadu,Thanjavur,Cotton,2016,24228.1,37051.04
Rajasthan,Udaipur,Chickpea,2017,9202.67,19053.41
Himachal Pradesh,Mandi,Wheat,2016,9274.58,34439.94
Punjab,Sangrur,Rice,2019,10047.38,38821.34
Himachal Pradesh,Mandi,Maize,2018,6940.99,27532.27
Rajasthan,Bikaner,Mungbean,2014,27537.52,42329.07
Kerala,Thrissur,Papaya,2016,32261.4,125267.46
Uttar Pradesh,Varanasi,Tomato,2014,14941.39,42635.09
Uttar Pradesh,Varanasi,Maize,2012,13415.86,51947.47
Haryana,Ambala,Sunflower,2018,39200.47,156757.3
Andhra Pradesh,Guntur,Mango,2021,15792.95,28983.44
Odisha,Ganjam,Maize,2022,27755.38,40393.69
Himachal Pradesh,Mandi,Potato,2013,35128.73,119835.94
Tamil Nadu,Chennai,Cotton,2014,47871.43,139952.85
Kerala,Alappuzha,Papaya,2010,40663.62,170786.55
Maharashtra,Nagpur,Cotton,2019,36631.7,149073.34
Maharashtra,Pune,Rice,2019,13649.11,11464.13
Punjab,Jalandhar,Wheat,2012,4346.77,14729.21
Bihar,Gaya,Rice,2020,30291.46,134572.28
Gujarat,Ahmedabad,Potato,2010,49248.76,184160.36
Madhya Pradesh,Ujjain,Lentil,2020,42941.51,82660.09
Maharashtra,Nagpur,Groundnut,2012,48167.14,93414.52
Gujarat,Ahmedabad,Potato,2015,17987.62,59910.4
Madhya Pradesh,Bhopal,Wheat,2020,35639.13,122379.28
Uttar Pradesh,Varanasi,Onion,2018,23925.13,57784.31
Tamil Nadu,Thanjavur,Coconut,2019,47380.18,171292.58
Odisha,Cuttack,Coconut,2016,36827.44,114308.13
Karnataka,Bangalore,Groundnut,2022,13597.67,55846.8
Karnataka,Belgaum,Coconut,2020,15214.3,48768.06
Maharashtra,Pune,Tomato,2018,19170.12,20014.57
Kerala,Thrissur,Banana,2021,26831.02,96726.02
Karnataka,Hassan,Tomato,2021,19139.74,52638.64
Andhra Pradesh,East Godavari,Onion,2010,26588.45,30111.97
Madhya Pradesh,Ujjain,Cotton,2016,24579.47,68565.32
Haryana,Karnal,Wheat,2010,5160.35,14048.84
Haryana,Karnal,Potato,2022,42160.98,142603.17
Punjab,Ludhiana,Cotton,2017,18646.0,48142.22
Punjab,Sangrur,Rice,2016,19095.32,33685.04
Maharashtra,Nashik,Pomegranate,2015,32030.86,62201.48
Madhya Pradesh,Sagar,Chickpea,2019,5084.93,13464.69
Bihar,Patna,Rice,2014,35341.74,101829.88
Assam,Kamrup,Jute,2018,29335.52,123285.42
Punjab,Sangrur,Rice,2011,7144.55,27841.29
Andhra Pradesh,Krishna,Groundnut,2022,43719.68,123374.86
Odisha,Puri,Maize,2019,21225.25,24199.19
Bihar,Bhagalpur,Maize,2016,42091.53,186177.99
Gujarat,Surat,Onion,2010,23230.96,27983.63
Bihar,Muzaffarpur,Banana,2018,14850.95,30129.5
Haryana,Ambala,Wheat,2022,44284.31,171049.54
Gujarat,Bharuch,Onion,2023,25884.21,109366.97
Karnataka,Hassan,Coffee,2014,7602.12,17458.93
Rajasthan,Kota,Groundnut,2010,28790.29,82606.67
Punjab,Jalandhar,Maize,2018,1212.74,1615.4
Karnataka,Bangalore,Cotton,2013,30397.39,131677.8
Rajasthan,Bikaner,Barley,2014,44505.87,176070.24
Telangana,Nalgonda,Chickpea,2019,7938.67,18659.72
Himachal Pradesh,Kangra,Wheat,2012,27738.16,24158.13
Andhra Pradesh,East Godavari,Chickpea,2018,8973.69,20648.67
Andhra Pradesh,Guntur,Cotton,2010,15765.33,62009.65
Rajasthan,Bikaner,Chickpea,2014,6874.55,29046.66
Punjab,Sangrur,Cotton,2010,11285.71,40902.47
Haryana,Karnal,Potato,2012,33634.86,142971.56
Gujarat,Bharuch,Onion,2011,23671.89,85943.01
Assam,Dibrugarh,Maize,2015,20322.46,74029.98
Madhya Pradesh,Indore,Wheat,2017,6886.93,25922.58
Bihar,Nalanda,Wheat,2016,12154.28,36689.79
Madhya Pradesh,Bhopal,Lentil,2017,38273.61,135420.04
Punjab,Patiala,Cotton,2022,27450.43,40077.59
Maharashtra,Aurangabad,Groundnut,2020,15204.23,52422.13
Gujarat,Ahmedabad,Rice,2011,33453.4,33520.43
Kerala,Thrissur,Banana,2015,19675.55,58692.54
Gujarat,Surat,Cotton,2011,18914.62,75885.98
Odisha,Balasore,Maize,2018,13937.34,59943.67
Tamil Nadu,Chennai,Banana,2011,12318.94,10952.61
Uttar Pradesh,Kanpur,Lentil,2011,4817.97,15782.6
Haryana,Sonipat,Cotton,2017,38030.09,119132.09
West Bengal,Murshidabad,Coconut,2020,40568.45,165932.93
Madhya Pradesh,Ujjain,Groundnut,2013,11977.68,45689.01
Bihar,Patna,Onion,2013,14140.01,61408.71
Odisha,Puri,Jute,2011,21365.51,65438.24
Bihar,Patna,Rice,2015,19827.39,38476.45
Assam,Dibrugarh,Banana,2017,7864.04,31155.52
Kerala,Alappuzha,Coffee,2011,25012.83,38468.3
Gujarat,Rajkot,Potato,2019,12355.09,9895.29
Kerala,Alappuzha,Rice,2012,25705.07,108829.98
Uttar Pradesh,Kanpur,Chickpea,2012,49267.61,191690.06
Punjab,Sangrur,Sunflower,2019,4416.57,19046.63
Himachal Pradesh,Kullu,Potato,2015,5866.78,18599.36
Uttar Pradesh,Kanpur,Wheat,2023,10398.72,41865.61
Odisha,Ganjam,Maize,2023,11405.93,43314.41
Odisha,Cuttack,Coconut,2013,40125.33,169571.69
Uttar Pradesh,Meerut,Wheat,2021,36354.31,72184.13
Punjab,Sangrur,Barley,2022,42457.82,131309.46
Bihar,Gaya,Rice,2019,33528.33,50810.63
Andhra Pradesh,Kurnool,Groundnut,2016,43286.98,48191.73
Madhya Pradesh,Sagar,Chickpea,2015,22007.11,48480.22
Himachal Pradesh,Mandi,Apple,2014,34299.0,122065.01
Uttar Pradesh,Agra,Potato,2019,2858.23,8101.38
Uttar Pradesh,Varanasi,Tomato,2018,45223.25,194195.2
West Bengal,Burdwan,Banana,2012,29463.76,37750.46
Telangana,Karimnagar,Mango,2014,13658.45,50641.78
Andhra Pradesh,Guntur,Mango,2017,19237.81,64729.74
Telangana,Nalgonda,Chickpea,2015,21279.21,43068.1
Maharashtra,Pune,Wheat,2011,43064.11,86912.5
Himachal Pradesh,Mandi,Potato,2014,41184.16,183336.12
Telangana,Hyderabad,Chickpea,2021,14501.29,29354.04
Madhya Pradesh,Jabalpur,Chickpea,2016,48359.77,72627.8
Bihar,Nalanda,Lentil,2013,36269.73,109196.83
Andhra Pradesh,Anantapur,Rice,2023,25139.07,54168.86
Gujarat,Ahmedabad,Groundnut,2017,19667.03,86946.4
Karnataka,Bangalore,Coffee,2022,9697.96,27627.09
Gujarat,Ahmedabad,Onion,2019,29601.55,55544.62
Tamil Nadu,Chennai,Mango,2019,30505.3,65397.78
Assam,Dibrugarh,Banana,2022,28481.7,30885.12
Madhya Pradesh,Indore,Potato,2010,29652.62,103801.39
Andhra Pradesh,Anantapur,Cotton,2016,37421.45,31809.06
Karnataka,Hassan,Cotton,2012,22166.15,20008.88
Uttar Pradesh,Lucknow,Chickpea,2020,24578.12,107741.95
Rajasthan,Jaipur,Barley,2016,17041.45,30220.15
West Bengal,Hooghly,Jute,2012,18175.93,63372.49
Madhya Pradesh,Jabalpur,Onion,2015,35832.63,118187.22
Tamil Nadu,Chennai,Cotton,2017,37128.95,67176.48
Himachal Pradesh,Kullu,Potato,2012,23502.68,24489.61
West Bengal,Hooghly,Wheat,2010,24040.16,38267.21
Kerala,Alappuzha,Coconut,2010,37966.4,71823.31
Maharashtra,Kolhapur,Tomato,2015,10684.44,21963.19
Assam,Dibrugarh,Maize,2017,27677.86,50657.25
Odisha,Ganjam,Rice,2019,8235.42,16606.5
Kerala,Thrissur,Coconut,2023,31930.92,100337.33
Uttar Pradesh,Lucknow,Chickpea,2011,20341.6,17591.06
Himachal Pradesh,Kullu,Apple,2016,34129.44,112100.84
Punjab,Amritsar,Maize,2014,963.96,1056.61
Haryana,Ambala,Chickpea,2022,47494.1,166521.66
Maharashtra,Nashik,Cotton,2012,19182.87,66291.41
Kerala,Kozhikode,Papaya,2015,30858.09,91651.11
Bihar,Patna,Potato,2010,45446.58,51785.56
Andhra Pradesh,Guntur,Cotton,2017,34117.3,151924.1
Telangana,Nalgonda,Cotton,2017,15773.72,52889.86
Haryana,Ambala,Cotton,2021,15030.15,30597.5
Rajasthan,Jaipur,Chickpea,2018,34150.56,137488.13
Bihar,Nalanda,Onion,2020,4629.5,12787.79
Maharashtra,Kolhapur,Tomato,2013,9583.31,40397.61
Rajasthan,Jaipur,Mothbeans,2021,43898.84,75713.1
Gujarat,Surat,Onion,2017,33013.03,36031.98
Madhya Pradesh,Sagar,Cotton,2017,21340.89,74218.63
Uttar Pradesh,Kanpur,Maize,2019,45743.77,145360.17
West Bengal,Burdwan,Rice,2013,12683.49,20880.07
Gujarat,Rajkot,Rice,2017,10237.1,8215.24
Madhya Pradesh,Ujjain,Wheat,2023,28920.7,36042.5
Telangana,Karimnagar,Cotton,2012,14682.31,56014.72
Assam,Kamrup,Jute,2014,47195.54,66020.06
Maharashtra,Nashik,Groundnut,2013,36705.85,45018.1
Punjab,Ludhiana,Sunflower,2013,6779.42,27246.86
Telangana,Nalgonda,Mango,2020,47854.77,142520.24
Andhra Pradesh,Kurnool,Mango,2013,22388.91,96362.59
Uttar Pradesh,Meerut,Tomato,2022,15941.21,22173.24
Gujarat,Surat,Wheat,2018,43908.45,124120.54
Tamil Nadu,Chennai,Coconut,2016,4842.9,12104.76
Haryana,Rohtak,Chickpea,2014,33840.98,141799.44
Assam,Sonitpur,Rice,2019,24312.6,80346.93
Punjab,Patiala,Wheat,2018,4285.42,5964.34
Punjab,Sangrur,Barley,2013,12590.62,33089.64
Punjab,Jalandhar,Sunflower,2020,17094.77,35412.82
Tamil Nadu,Chennai,Mango,2016,36674.35,113760.27
Maharashtra,Nashik,Cotton,2016,4636.71,6613.58
Uttar Pradesh,Kanpur,Onion,2013,1632.46,6870.54
Punjab,Amritsar,Sunflower,2016,14456.57,45752.45
